"Make","Model","Vehicle Class","Engine Size(L)","Cylinders","Transmission","Fuel Type","Fuel Consumption Comb (L/100 km)","CO2 Emissions(g/km)"
"ROLLS-ROYCE","PHANTOM EWB","FULL-SIZE",6.7,12,"A8","Z",17.1,393
"ROLLS-ROYCE","WRAITH","MID-SIZE",6.6,12,"A8","Z",15.6,359
"SCION","FR-S","MINICOMPACT",2,4,"AS6","Z",8.4,193
"SCION","FR-S","MINICOMPACT",2,4,"M6","Z",9.5,218
"SCION","iQ","MINICOMPACT",1.3,4,"AV","X",6.2,143
"SCION","tC","COMPACT",2.5,4,"AS6","X",9,207
"SCION","tC","COMPACT",2.5,4,"M6","X",9,207
"SCION","xB","STATION WAGON - SMALL",2.4,4,"AS4","X",9.9,228
"SCION","xB","STATION WAGON - SMALL",2.4,4,"M5","X",9.9,228
"SCION","xD","SUBCOMPACT",1.8,4,"A4","X",8,184
"SCION","xD","SUBCOMPACT",1.8,4,"M5","X",7.9,182
"SMART","FORTWO CABRIOLET","TWO-SEATER",1,3,"AM5","Z",6.4,147
"SMART","FORTWO COUPE","TWO-SEATER",1,3,"AM5","Z",6.4,147
"SRT","VIPER COUPE","TWO-SEATER",8.4,10,"M6","Z",16.9,389
"SRT","VIPER GTS COUPE","TWO-SEATER",8.4,10,"M6","Z",16.9,389
"SUBARU","BRZ","MINICOMPACT",2,4,"AS6","Z",8.5,196
"SUBARU","BRZ","MINICOMPACT",2,4,"M6","Z",9.6,221
"SUBARU","FORESTER AWD","SUV - SMALL",2,4,"AV","Z",9.5,218
"SUBARU","FORESTER AWD","SUV - SMALL",2.5,4,"AV","X",8.6,198
"SUBARU","FORESTER AWD","SUV - SMALL",2.5,4,"M6","X",9.7,223
"SUBARU","IMPREZA AWD","COMPACT",2,4,"AV","X",7.8,179
"SUBARU","IMPREZA AWD","COMPACT",2,4,"M5","X",8.5,196
"SUBARU","IMPREZA AWD","COMPACT",2.5,4,"M5","Z",11.2,258
"SUBARU","IMPREZA AWD","COMPACT",2.5,4,"M6","Z",12.5,288
"SUBARU","IMPREZA WAGON AWD","STATION WAGON - SMALL",2,4,"AV","X",7.8,179
"SUBARU","IMPREZA WAGON AWD","STATION WAGON - SMALL",2,4,"M5","X",8.5,196
"SUBARU","IMPREZA WAGON AWD","STATION WAGON - SMALL",2.5,4,"M5","Z",11.2,258
"SUBARU","IMPREZA WAGON AWD","STATION WAGON - SMALL",2.5,4,"M6","Z",12.5,288
"SUBARU","LEGACY AWD","MID-SIZE",2.5,4,"AV","X",8.6,198
"SUBARU","LEGACY AWD","MID-SIZE",2.5,4,"M6","X",9.9,228
"SUBARU","LEGACY AWD","MID-SIZE",3.6,6,"AS5","X",11.6,267
"SUBARU","OUTBACK AWD","SUV - SMALL",2.5,4,"AV","X",9,207
"SUBARU","OUTBACK AWD","SUV - SMALL",2.5,4,"M6","X",9.8,225
"SUBARU","OUTBACK AWD","SUV - SMALL",3.6,6,"AS5","X",11.7,269
"SUBARU","TRIBECA AWD","SUV - SMALL",3.6,6,"AS5","X",13.1,301
"SUBARU","XV CROSSTREK AWD","SUV - SMALL",2,4,"AV","X",8.5,196
"SUBARU","XV CROSSTREK AWD","SUV - SMALL",2,4,"M5","X",9.2,212
"SUBARU","XV CROSSTREK HYBRID AWD","SUV - SMALL",2,4,"AV","X",7.7,177
"TOYOTA","4RUNNER (Part-Time 4WD)","SUV - STANDARD",4,6,"AS5","X",12.9,297
"TOYOTA","4RUNNER 4WD","SUV - STANDARD",4,6,"AS5","X",12.9,297
"TOYOTA","AVALON","MID-SIZE",3.5,6,"AS6","X",9.6,221
"TOYOTA","CAMRY","MID-SIZE",2.5,4,"AS6","X",8.2,189
"TOYOTA","CAMRY","MID-SIZE",3.5,6,"AS6","X",9.6,221
"TOYOTA","CAMRY HYBRID LE","MID-SIZE",2.5,4,"AV","X",5.7,131
"TOYOTA","CAMRY HYBRID XLE/SE","MID-SIZE",2.5,4,"AV","X",6,138
"TOYOTA","COROLLA","MID-SIZE",1.8,4,"A4","X",7.7,177
"TOYOTA","COROLLA","MID-SIZE",1.8,4,"AV7","X",7.3,168
"TOYOTA","COROLLA","MID-SIZE",1.8,4,"AV","X",7.1,163
"TOYOTA","COROLLA","MID-SIZE",1.8,4,"M6","X",7.4,170
"TOYOTA","COROLLA LE ECO (1-mode)","MID-SIZE",1.8,4,"AV","X",6.8,156
"TOYOTA","COROLLA LE ECO (2-mode)","MID-SIZE",1.8,4,"AV","X",6.9,159
"TOYOTA","COROLLA MATRIX","STATION WAGON - SMALL",1.8,4,"A4","X",8.5,196
"TOYOTA","COROLLA MATRIX","STATION WAGON - SMALL",1.8,4,"M5","X",8.2,189
"TOYOTA","FJ CRUISER 4WD","SUV - SMALL",4,6,"A5","X",12.9,297
"TOYOTA","FJ CRUISER 4WD","SUV - SMALL",4,6,"M6","X",13.9,320
"TOYOTA","HIGHLANDER","SUV - SMALL",2.7,4,"AS6","X",10.3,237
"TOYOTA","HIGHLANDER","SUV - SMALL",3.5,6,"AS6","X",11.2,258
"TOYOTA","HIGHLANDER AWD","SUV - STANDARD",3.5,6,"AS6","X",11.5,264
"TOYOTA","HIGHLANDER HYBRID AWD","SUV - STANDARD",3.5,6,"AV6","X",8.3,191
"TOYOTA","HIGHLANDER HYBRID AWD LE","SUV - STANDARD",3.5,6,"AV6","X",8.2,189
"TOYOTA","PRIUS","MID-SIZE",1.8,4,"AV","X",4.8,110
"TOYOTA","PRIUS c","COMPACT",1.5,4,"AV","X",4.7,108
"TOYOTA","PRIUS v","STATION WAGON - MID-SIZE",1.8,4,"AV","X",5.5,126
"TOYOTA","RAV4","SUV - SMALL",2.5,4,"AS6","X",8.9,205
"TOYOTA","RAV4 AWD","SUV - SMALL",2.5,4,"AS6","X",9.4,216
"TOYOTA","RAV4 LIMITED AWD","SUV - SMALL",2.5,4,"AS6","X",9.5,218
"TOYOTA","SEQUOIA 4WD","SUV - STANDARD",5.7,8,"AS6","X",16.7,384
"TOYOTA","SIENNA","MINIVAN",3.5,6,"AS6","X",11.3,260
"TOYOTA","SIENNA AWD","MINIVAN",3.5,6,"AS6","X",12.4,285
"TOYOTA","TACOMA","PICKUP TRUCK - SMALL",2.7,4,"A4","X",10.9,251
"TOYOTA","TACOMA","PICKUP TRUCK - SMALL",2.7,4,"M5","X",10.2,235
"TOYOTA","TACOMA","PICKUP TRUCK - SMALL",4,6,"M6","X",13.1,301
"TOYOTA","TACOMA 4WD","PICKUP TRUCK - SMALL",2.7,4,"A4","X",11.9,274
"TOYOTA","TACOMA 4WD","PICKUP TRUCK - SMALL",2.7,4,"M5","X",11.8,271
"TOYOTA","TACOMA 4WD","PICKUP TRUCK - SMALL",4,6,"A5","X",13.3,306
"TOYOTA","TACOMA 4WD","PICKUP TRUCK - SMALL",4,6,"M6","X",14,322
"TOYOTA","TUNDRA","PICKUP TRUCK - STANDARD",4,6,"AS5","X",13.5,310
"TOYOTA","TUNDRA","PICKUP TRUCK - STANDARD",4.6,8,"AS6","X",14.3,329
"TOYOTA","TUNDRA","PICKUP TRUCK - STANDARD",5.7,8,"AS6","X",15.5,356
"TOYOTA","TUNDRA 4WD","PICKUP TRUCK - STANDARD",4.6,8,"AS6","X",15.1,347
"TOYOTA","TUNDRA 4WD","PICKUP TRUCK - STANDARD",5.7,8,"AS6","X",16.2,373
"TOYOTA","VENZA","SUV - SMALL",2.7,4,"AS6","X",10,230
"TOYOTA","VENZA","SUV - SMALL",3.5,6,"AS6","X",11,253
"TOYOTA","VENZA 4WD","SUV - SMALL",2.7,4,"AS6","X",10.2,235
"TOYOTA","VENZA 4WD","SUV - SMALL",3.5,6,"AS6","X",11.3,260
"TOYOTA","YARIS","COMPACT",1.5,4,"A4","X",7.3,168
"TOYOTA","YARIS","COMPACT",1.5,4,"M5","X",7.1,163
"VOLKSWAGEN","BEETLE","COMPACT",1.8,4,"A6","X",8.5,196
"VOLKSWAGEN","BEETLE","COMPACT",1.8,4,"M5","X",8.7,200
"VOLKSWAGEN","BEETLE","COMPACT",2,4,"A6","Z",9.1,209
"VOLKSWAGEN","BEETLE","COMPACT",2,4,"M6","Z",9.4,216
"VOLKSWAGEN","BEETLE","COMPACT",2.5,5,"A6","X",9.8,225
"VOLKSWAGEN","BEETLE","COMPACT",2.5,5,"M5","X",9.6,221
"VOLKSWAGEN","BEETLE TDI (modified)","COMPACT",2,4,"A6","D",7.4,200
"VOLKSWAGEN","BEETLE TDI (modified)","COMPACT",2,4,"M6","D",7.7,208
"VOLKSWAGEN","BEETLE CONVERTIBLE","SUBCOMPACT",1.8,4,"A6","X",8.7,200
"VOLKSWAGEN","BEETLE CONVERTIBLE","SUBCOMPACT",2,4,"A6","Z",9.3,214
"VOLKSWAGEN","BEETLE CONVERTIBLE","SUBCOMPACT",2,4,"M6","Z",9.4,216
"VOLKSWAGEN","BEETLE CONVERTIBLE","SUBCOMPACT",2.5,5,"A6","X",10.1,232
"VOLKSWAGEN","CC","COMPACT",2,4,"A6","Z",9.7,223
"VOLKSWAGEN","CC","COMPACT",2,4,"M6","Z",9.8,225
"VOLKSWAGEN","CC 4MOTION","COMPACT",3.6,6,"A6","Z",12.3,283
"VOLKSWAGEN","EOS","SUBCOMPACT",2,4,"A6","Z",9.6,221
"VOLKSWAGEN","GOLF WAGON","STATION WAGON - SMALL",2.5,5,"A6","X",9.5,218
"VOLKSWAGEN","GOLF WAGON","STATION WAGON - SMALL",2.5,5,"M5","X",9.4,216
"VOLKSWAGEN","GOLF WAGON TDI (modified)","STATION WAGON - SMALL",2,4,"A6","D",7.4,198
"VOLKSWAGEN","GOLF WAGON TDI (modified)","STATION WAGON - SMALL",2,4,"M6","D",7.3,196
"VOLKSWAGEN","JETTA","COMPACT",1.8,4,"A6","X",8.2,189
"VOLKSWAGEN","JETTA","COMPACT",1.8,4,"M5","X",8.2,189
"VOLKSWAGEN","JETTA","COMPACT",2,4,"A6","X",9.4,216
"VOLKSWAGEN","JETTA","COMPACT",2,4,"M5","X",9,207
"VOLKSWAGEN","JETTA TDI (modified)","COMPACT",2,4,"A6","D",7.4,198
"VOLKSWAGEN","JETTA TDI (modified)","COMPACT",2,4,"M6","D",7.3,196
"VOLKSWAGEN","JETTA GLI","COMPACT",2,4,"A6","Z",9,207
"VOLKSWAGEN","JETTA GLI","COMPACT",2,4,"M6","Z",9.2,212
"VOLKSWAGEN","JETTA TURBO HYBRID","COMPACT",1.4,4,"AM7","Z",5.4,124
"VOLKSWAGEN","PASSAT","MID-SIZE",1.8,4,"A6","X",8.6,198
"VOLKSWAGEN","PASSAT","MID-SIZE",1.8,4,"M5","X",8.6,198
"VOLKSWAGEN","PASSAT","MID-SIZE",2.5,5,"A6","X",9.7,223
"VOLKSWAGEN","PASSAT","MID-SIZE",2.5,5,"M5","X",9.8,225
"VOLKSWAGEN","PASSAT","MID-SIZE",3.6,6,"A6","Z",10.8,248
"VOLKSWAGEN","PASSAT TDI (modified)","MID-SIZE",2,4,"A6","D",6.9,180
"VOLKSWAGEN","ROUTAN","MINIVAN",3.6,6,"A6","X",12.1,278
"VOLKSWAGEN","TIGUAN","SUV - SMALL",2,4,"A6","Z",10.7,246
"VOLKSWAGEN","TIGUAN","SUV - SMALL",2,4,"M6","Z",11.6,267
"VOLKSWAGEN","TIGUAN 4MOTION","SUV - SMALL",2,4,"A6","Z",10.7,246
"VOLKSWAGEN","TOUAREG","SUV - STANDARD",3.6,6,"AS8","Z",12.6,296
"VOLKSWAGEN","TOUAREG TDI (modified)","SUV - STANDARD",3,6,"AS8","D",10.2,277
"VOLVO","S60","COMPACT",2.5,5,"AS6","X",9.7,223
"VOLVO","S60 AWD","COMPACT",2.5,5,"AS6","X",10.1,232
"VOLVO","S60 AWD","COMPACT",3,6,"AS6","X",11.5,264
"VOLVO","S80","MID-SIZE",3.2,6,"AS6","X",10.2,235
"VOLVO","S80 AWD","MID-SIZE",3,6,"AS6","X",11.5,264
"VOLVO","XC60","SUV - SMALL",3.2,6,"AS6","X",11.2,258
"VOLVO","XC60 AWD","SUV - SMALL",3,6,"AS6","X",11.8,271
"VOLVO","XC60 AWD","SUV - SMALL",3.2,6,"AS6","X",11.5,264
"VOLVO","XC70 AWD","SUV - SMALL",3,6,"AS6","X",11.8,271
"VOLVO","XC70 AWD","SUV - SMALL",3.2,6,"AS6","X",11.3,260
"VOLVO","XC90 AWD","SUV - STANDARD",3.2,6,"AS6","X",12.8,294
"ACURA","ILX","COMPACT",2,4,"AS5","Z",8.3,191
"ACURA","ILX","COMPACT",2.4,4,"M6","Z",9.3,214
"ACURA","ILX HYBRID","COMPACT",1.5,4,"AV7","Z",6.1,140
"ACURA","MDX SH-AWD","SUV - SMALL",3.5,6,"AS6","Z",11.1,255
"ACURA","RDX AWD","SUV - SMALL",3.5,6,"AS6","Z",10.6,244
"ACURA","RLX","MID-SIZE",3.5,6,"AS6","Z",10,230
"ACURA","RLX HYBRID","MID-SIZE",3.5,6,"AM7","Z",7.7,177
"ACURA","TLX","COMPACT",2.4,4,"AM8","Z",8.3,191
"ACURA","TLX","COMPACT",3.5,6,"AS9","Z",9.2,212
"ACURA","TLX SH-AWD","COMPACT",3.5,6,"AS9","Z",9.6,221
"ALFA ROMEO","4C","TWO-SEATER",1.8,4,"AM6","Z",8.4,193
"ASTON MARTIN","DB9","MINICOMPACT",5.9,12,"A6","Z",15.6,359
"ASTON MARTIN","RAPIDE S","SUBCOMPACT",6,12,"A8","Z",14.2,327
"ASTON MARTIN","V8 VANTAGE","TWO-SEATER",4.7,8,"AM7","Z",14.7,338
"ASTON MARTIN","V8 VANTAGE","TWO-SEATER",4.7,8,"M6","Z",15.5,356
"ASTON MARTIN","V8 VANTAGE S","TWO-SEATER",4.7,8,"AM7","Z",14.7,338
"ASTON MARTIN","V8 VANTAGE S","TWO-SEATER",4.7,8,"M6","Z",15.5,356
"ASTON MARTIN","V12 VANTAGE S","TWO-SEATER",6,12,"AM7","Z",16.5,379
"ASTON MARTIN","VANTAGE GT","TWO-SEATER",4.7,8,"AM7","Z",14.7,338
"ASTON MARTIN","VANTAGE GT","TWO-SEATER",4.7,8,"M6","Z",15.5,356
"ASTON MARTIN","VANQUISH","MINICOMPACT",6,12,"A8","Z",14.8,340
"AUDI","A3","SUBCOMPACT",1.8,4,"AM6","Z",8.7,200
"AUDI","A3 TDI (modified)","SUBCOMPACT",2,4,"AM6","D",6.5,177
"AUDI","A3 QUATTRO","SUBCOMPACT",2,4,"AM6","Z",8.6,198
"AUDI","A3 CABRIOLET QUATTRO","SUBCOMPACT",2,4,"AM6","Z",8.9,205
"AUDI","A4","COMPACT",2,4,"AV8","Z",8.9,205
"AUDI","A4 QUATTRO","COMPACT",2,4,"AS8","Z",9.6,221
"AUDI","A4 QUATTRO","COMPACT",2,4,"M6","Z",9.1,209
"AUDI","A4 ALLROAD QUATTRO","STATION WAGON - SMALL",2,4,"AS8","Z",9.9,228
"AUDI","A5 QUATTRO","SUBCOMPACT",2,4,"AS8","Z",9.6,221
"AUDI","A5 QUATTRO","SUBCOMPACT",2,4,"M6","Z",9.1,209
"AUDI","A5 CABRIOLET QUATTRO","SUBCOMPACT",2,4,"AS8","Z",9.8,225
"AUDI","A6 QUATTRO","MID-SIZE",2,4,"AS8","Z",10.3,237
"AUDI","A6 QUATTRO","MID-SIZE",3,6,"AS8","Z",10.9,251
"AUDI","A6 QUATTRO TDI (modified)","MID-SIZE",3,6,"AS8","D",8.1,217
"AUDI","A7 QUATTRO","MID-SIZE",3,6,"AS8","Z",11,253
"AUDI","A7 QUATTRO TDI (modified)","MID-SIZE",3,6,"AS8","D",8.1,217
"AUDI","A8","MID-SIZE",3,6,"AS8","Z",10.5,242
"AUDI","A8","MID-SIZE",4,8,"AS8","Z",10.7,246
"AUDI","A8 TDI (modified)","MID-SIZE",3,6,"AS8","D",8.4,224
"AUDI","A8L","FULL-SIZE",3,6,"AS8","Z",10.5,242
"AUDI","A8L","FULL-SIZE",4,8,"AS8","Z",11,258
"AUDI","A8L","FULL-SIZE",6.3,12,"AS8","Z",14.6,344
"AUDI","A8L TDI (modified)","FULL-SIZE",3,6,"AS8","D",8.4,224
"AUDI","Q3","COMPACT",2,4,"AS6","Z",10.3,237
"AUDI","Q3 QUATTRO","COMPACT",2,4,"AS6","Z",10.3,237
"AUDI","Q5","SUV - SMALL",2,4,"AS8","Z",10.4,239
"AUDI","Q5","SUV - SMALL",3,6,"AS8","Z",11.4,262
"AUDI","Q5 TDI (modified)","SUV - SMALL",3,6,"AS8","D",9,244
"AUDI","Q5 HYBRID","SUV - SMALL",2,4,"AS8","Z",8.9,205
"AUDI","Q7","SUV - STANDARD",3,6,"AS8","Z",13.3,306
"AUDI","Q7 TDI (modified)","SUV - STANDARD",3,6,"AS8","D",10.7,290
"AUDI","R8","TWO-SEATER",4.2,8,"AM7","Z",14.2,327
"AUDI","R8","TWO-SEATER",4.2,8,"M6","Z",16.6,382
"AUDI","R8","TWO-SEATER",5.2,10,"AM7","Z",14.8,347
"AUDI","R8","TWO-SEATER",5.2,10,"M6","Z",16.4,377
"AUDI","R8 SPYDER","TWO-SEATER",4.2,8,"AM7","Z",14.2,327
"AUDI","R8 SPYDER","TWO-SEATER",4.2,8,"M6","Z",16.6,382
"AUDI","R8 SPYDER","TWO-SEATER",5.2,10,"AM7","Z",14.8,347
"AUDI","R8 SPYDER","TWO-SEATER",5.2,10,"M6","Z",16.4,377
"AUDI","RS 5","SUBCOMPACT",4.2,8,"AM7","Z",12.8,294
"AUDI","RS 5 CABRIOLET","SUBCOMPACT",4.2,8,"AM7","Z",12.9,297
"AUDI","RS 7","MID-SIZE",4,8,"AS8","Z",13.3,313
"AUDI","S3","SUBCOMPACT",2,4,"AM6","Z",9,207
"AUDI","S4","COMPACT",3,6,"AM7","Z",11,253
"AUDI","S4","COMPACT",3,6,"M6","Z",11.7,269
"AUDI","S5","SUBCOMPACT",3,6,"AM7","Z",11,253
"AUDI","S5","SUBCOMPACT",3,6,"M6","Z",11.7,269
"AUDI","S5 CABRIOLET","SUBCOMPACT",3,6,"AM7","Z",11.4,262
"AUDI","S6","MID-SIZE",4,8,"AM7","Z",11.7,269
"AUDI","S7","MID-SIZE",4,8,"AM7","Z",11.7,269
"AUDI","S8","MID-SIZE",4,8,"AS8","Z",11.9,281
"AUDI","SQ5","SUV - SMALL",3,6,"AS8","Z",12.2,281
"AUDI","TT COUPE QUATTRO","SUBCOMPACT",2,4,"AM6","Z",9.1,209
"AUDI","TT ROADSTER QUATTRO","TWO-SEATER",2,4,"AM6","Z",9.2,212
"AUDI","TTS COUPE QUATTRO","SUBCOMPACT",2,4,"AM6","Z",10.2,235
"AUDI","TTS ROADSTER QUATTRO","TWO-SEATER",2,4,"AM6","Z",10.2,235
"BENTLEY","CONTINENTAL GT","COMPACT",4,8,"AS8","Z",13.1,307
"BENTLEY","CONTINENTAL GT","COMPACT",6,12,"AS8","Z",15.4,354
"BENTLEY","CONTINENTAL GT CONVERTIBLE","SUBCOMPACT",4,8,"AS8","Z",14.4,337
"BENTLEY","CONTINENTAL GT CONVERTIBLE","SUBCOMPACT",6,12,"AS8","Z",16,368
"BENTLEY","CONTINENTAL GT3-R","TWO-SEATER",4,8,"AS8","Z",14.2,327
"BENTLEY","FLYING SPUR","MID-SIZE",4,8,"AS8","Z",14.2,334
"BENTLEY","FLYING SPUR","MID-SIZE",6,12,"AS8","Z",16.5,388
"BENTLEY","MULSANNE","MID-SIZE",6.8,8,"AS8","Z",18.2,419
"BMW","228i CABRIOLET","SUBCOMPACT",2,4,"AS8","Z",8.9,205
"BMW","228i COUPE","SUBCOMPACT",2,4,"AS8","Z",8.4,193
"BMW","228i COUPE","SUBCOMPACT",2,4,"M6","Z",9,207
"BMW","228i xDRIVE CABRIOLET","SUBCOMPACT",2,4,"AS8","Z",9.1,209
"BMW","228i xDRIVE COUPE","SUBCOMPACT",2,4,"AS8","Z",8.7,200
"BMW","320i SEDAN","COMPACT",2,4,"AS8","Z",8.4,193
"BMW","320i SEDAN","COMPACT",2,4,"M6","Z",9,207
"BMW","320i xDRIVE SEDAN","COMPACT",2,4,"AS8","Z",8.7,200
"BMW","328d xDRIVE SEDAN","COMPACT",2,4,"AS8","D",6.7,181
"BMW","328d xDRIVE TOURING","STATION WAGON - SMALL",2,4,"AS8","D",6.7,181
"BMW","328i SEDAN","COMPACT",2,4,"AS8","Z",8.4,193
"BMW","328i SEDAN","COMPACT",2,4,"M6","Z",9,207
"BMW","328i xDRIVE SEDAN","COMPACT",2,4,"AS8","Z",9.1,209
"BMW","328i xDRIVE GRAN TURISMO","FULL-SIZE",2,4,"AS8","Z",9.1,209
"BMW","328i xDRIVE TOURING","STATION WAGON - SMALL",2,4,"AS8","Z",9.1,209
"BMW","335i SEDAN","COMPACT",3,6,"AS8","Z",9.6,221
"BMW","335i SEDAN","COMPACT",3,6,"M6","Z",9.8,225
"BMW","335i xDRIVE SEDAN","COMPACT",3,6,"AS8","Z",10,230
"BMW","335i xDRIVE SEDAN","COMPACT",3,6,"M6","Z",10.3,237
"BMW","335i xDRIVE GRAN TURISMO","FULL-SIZE",3,6,"AS8","Z",10,230
"BMW","428i CABRIOLET","SUBCOMPACT",2,4,"AS8","Z",8.9,205
"BMW","428i COUPE","COMPACT",2,4,"AS8","Z",8.4,193
"BMW","428i COUPE","COMPACT",2,4,"M6","Z",9,207
"BMW","428i GRAN COUPE","COMPACT",2,4,"AS8","Z",8.9,205
"BMW","428i GRAN COUPE","COMPACT",2,4,"M6","Z",9,207
"BMW","428i xDRIVE CABRIOLET","SUBCOMPACT",2,4,"AS8","Z",9.6,221
"BMW","428i xDRIVE COUPE","COMPACT",2,4,"AS8","Z",9.1,209
"BMW","428i xDRIVE GRAN COUPE","COMPACT",2,4,"AS8","Z",9.1,209
"BMW","435i CABRIOLET","SUBCOMPACT",3,6,"AS8","Z",9.9,228
"BMW","435i COUPE","COMPACT",3,6,"AS8","Z",9.6,221
"BMW","435i COUPE","COMPACT",3,6,"M6","Z",9.8,225
"BMW","435i GRAN COUPE","COMPACT",3,6,"AS8","Z",9.6,221
"BMW","435i xDRIVE CABRIOLET","SUBCOMPACT",3,6,"AS8","Z",10.3,237
"BMW","435i xDRIVE COUPE","COMPACT",3,6,"AS8","Z",10,230
"BMW","435i xDRIVE COUPE","COMPACT",3,6,"M6","Z",10.3,237
"BMW","435i xDRIVE GRAN COUPE","COMPACT",3,6,"AS8","Z",10,230
"BMW","528i SEDAN","MID-SIZE",2,4,"AS8","Z",8.9,205
"BMW","528i xDRIVE SEDAN","MID-SIZE",2,4,"AS8","Z",9.1,209
"BMW","535d xDRIVE SEDAN","MID-SIZE",3,6,"AS8","D",7.9,213
"BMW","535i xDRIVE SEDAN","MID-SIZE",3,6,"AS8","Z",10.3,237
"BMW","535i xDRIVE GRAN TURISMO","FULL-SIZE",3,6,"AS8","Z",11,253
"BMW","550i xDRIVE SEDAN","MID-SIZE",4.4,8,"AS8","Z",12.3,283
"BMW","550i xDRIVE GRAN TURISMO","FULL-SIZE",4.4,8,"AS8","Z",12.8,294
"BMW","640i xDRIVE CABRIOLET","SUBCOMPACT",3,6,"AS8","Z",10.3,237
"BMW","640i xDRIVE GRAN COUPE","COMPACT",3,6,"AS8","Z",10.3,237
"BMW","650i xDRIVE CABRIOLET","SUBCOMPACT",4.4,8,"AS8","Z",12.8,294
"BMW","650i xDRIVE COUPE","COMPACT",4.4,8,"AS8","Z",12.3,283
"BMW","650i xDRIVE GRAN COUPE","COMPACT",4.4,8,"AS8","Z",12.8,294
"BMW","740Ld xDRIVE SEDAN","FULL-SIZE",3,6,"AS8","D",8.8,238
"BMW","740Li xDRIVE SEDAN","FULL-SIZE",3,6,"AS8","Z",10.3,237
"BMW","750i xDRIVE SEDAN","FULL-SIZE",4.4,8,"AS8","Z",12.8,294
"BMW","750Li xDRIVE SEDAN","FULL-SIZE",4.4,8,"AS8","Z",12.8,294
"BMW","760Li SEDAN","FULL-SIZE",6,12,"AS8","Z",15.5,356
"BMW","ACTIVEHYBRID 3","COMPACT",3,6,"AS8","Z",8.7,200
"BMW","ACTIVEHYBRID 5","MID-SIZE",3,6,"AS8","Z",9.4,216
"BMW","ACTIVEHYBRID 7L","FULL-SIZE",3,6,"AS8","Z",9.3,214
"BMW","ALPINA B6 xDRIVE GRAN COUPE","COMPACT",4.4,8,"AS8","Z",12.8,294
"BMW","ALPINA B7 xDRIVE LWB","FULL-SIZE",4.4,8,"AS8","Z",12.8,294
"BMW","ALPINA B7 xDRIVE SWB","FULL-SIZE",4.4,8,"AS8","Z",12.8,294
"BMW","M235i CABRIOLET","SUBCOMPACT",3,6,"AS8","Z",10.2,235
"BMW","M235i CABRIOLET","SUBCOMPACT",3,6,"M6","Z",10.8,248
"BMW","M235i COUPE","SUBCOMPACT",3,6,"AS8","Z",10.2,235
"BMW","M235i COUPE","SUBCOMPACT",3,6,"M6","Z",10.4,239
"BMW","M235i xDRIVE COUPE","SUBCOMPACT",3,6,"AS8","Z",10,230
"BMW","M3 SEDAN","COMPACT",3,6,"AM7","Z",12.1,278
"BMW","M3 SEDAN","COMPACT",3,6,"M6","Z",11.6,267
"BMW","M4 CABRIOLET","SUBCOMPACT",3,6,"AM7","Z",12.1,278
"BMW","M4 CABRIOLET","SUBCOMPACT",3,6,"M6","Z",11.8,271
"BMW","M4 COUPE","COMPACT",3,6,"AM7","Z",12.1,278
"BMW","M4 COUPE","COMPACT",3,6,"M6","Z",11.6,267
"BMW","M5 SEDAN","MID-SIZE",4.4,8,"AM7","Z",14.7,338
"BMW","M5 SEDAN","MID-SIZE",4.4,8,"M6","Z",13.7,315
"BMW","M6 CABRIOLET","SUBCOMPACT",4.4,8,"AM7","Z",14.7,338
"BMW","M6 CABRIOLET","SUBCOMPACT",4.4,8,"M6","Z",13.7,315
"BMW","M6 COUPE","COMPACT",4.4,8,"AM7","Z",14.7,338
"BMW","M6 COUPE","COMPACT",4.4,8,"M6","Z",13.7,315
"BMW","M6 GRAN COUPE","COMPACT",4.4,8,"AM7","Z",14.7,338
"BMW","M6 GRAN COUPE","COMPACT",4.4,8,"M6","Z",13.7,315
"BMW","X1 xDRIVE28i","SUV - SMALL",2,4,"AS8","Z",9.1,209
"BMW","X1 xDRIVE35i","SUV - SMALL",3,6,"AS8","Z",11.2,258
"BMW","X3 xDRIVE28d","SUV - SMALL",2,4,"AS8","D",7.9,213
"BMW","X3 xDRIVE28i","SUV - SMALL",2,4,"AS8","Z",9.9,228
"BMW","X3 xDRIVE35i","SUV - SMALL",3,6,"AS8","Z",10.9,251
"BMW","X4 xDRIVE28i","SUV - SMALL",2,4,"AS8","Z",10.2,235
"BMW","X4 xDRIVE35i","SUV - SMALL",3,6,"AS8","Z",10.9,251
"BMW","X5 M","SUV - STANDARD",4.4,8,"AS8","Z",14.6,336
"BMW","X5 xDRIVE35d","SUV - STANDARD",3,6,"AS8","D",8.7,235
"BMW","X5 xDRIVE35i","SUV - STANDARD",3,6,"AS8","Z",11.1,255
"BMW","X5 xDRIVE50i","SUV - STANDARD",4.4,8,"AS8","Z",13.8,317
"BMW","X6 M","SUV - STANDARD",4.4,8,"AS8","Z",14.6,336
"BMW","X6 xDRIVE35i","SUV - STANDARD",3,6,"AS8","Z",11.1,255
"BMW","X6 xDRIVE50i","SUV - STANDARD",4.4,8,"AS8","Z",13.8,317
"BMW","Z4 sDRIVE28i","TWO-SEATER",2,4,"AS8","Z",9.1,209
"BMW","Z4 sDRIVE28i","TWO-SEATER",2,4,"M6","Z",9,207
"BMW","Z4 sDRIVE35i","TWO-SEATER",3,6,"AM7","Z",12.1,278
"BMW","Z4 sDRIVE35i","TWO-SEATER",3,6,"M6","Z",11,253
